"Player","ID","season","cut","misc","postup","prman","putback","transition","handoff","offscreen","prhandler","spotup","isolation"
"TroyBrown Jr.","1628972",2019,29,10,NA,NA,NA,51,21,NA,51,90,15
"JalenBrunson","1628973",2019,15,46,16,NA,NA,121,58,34,197,154,49
"JevonCarter","1628975",2019,NA,11,NA,NA,NA,47,10,NA,72,55,21
"WendellCarter Jr.","1628976",2019,90,57,88,115,54,34,NA,NA,NA,42,NA
"HamidouDiallo","1628977",2019,27,NA,NA,NA,28,63,NA,NA,15,55,NA
"DonteDiVincenzo","1628978",2019,13,NA,NA,NA,NA,37,10,15,12,46,NA
"ShaiGilgeous-Alexander","1628983",2019,24,43,NA,NA,16,166,47,NA,394,195,47
"Devonte'Graham","1628984",2019,NA,16,NA,NA,NA,48,10,14,79,58,32
"AaronHoliday","1628988",2019,NA,22,NA,NA,NA,61,36,NA,104,77,13
"KevinHuerter","1628989",2019,30,32,NA,NA,22,166,92,40,178,187,23
"ChandlerHutchison","1628990",2019,34,17,NA,NA,13,57,14,NA,26,85,NA
"JarenJackson Jr.","1628991",2019,93,47,193,88,52,66,NA,NA,NA,145,83
"KevinKnox II","1628995",2019,27,41,18,21,44,181,113,82,224,329,50
"De'AnthonyMelton","1629001",2019,11,29,NA,NA,11,82,NA,NA,110,76,NA
"ShakeMilton","1629003",2019,NA,NA,NA,NA,NA,18,NA,NA,11,38,NA
"SviMykhailiuk","1629004",2019,NA,NA,NA,NA,NA,35,11,41,20,36,NA
"JoshOkogie","1629006",2019,44,32,NA,NA,26,183,36,13,43,250,18
"MitchellRobinson","1629011",2019,63,29,11,106,142,33,NA,NA,NA,NA,NA
"CollinSexton","1629012",2019,36,72,NA,NA,39,252,82,25,598,218,180
"LandryShamet","1629013",2019,23,17,NA,NA,NA,114,116,121,51,157,NA
"ZhaireSmith","1629015",2019,NA,NA,NA,NA,NA,NA,11,NA,NA,11,NA
"OmariSpellman","1629016",2019,29,19,NA,45,48,36,NA,NA,NA,101,NA
"AllonzoTrier","1629019",2019,11,29,NA,NA,18,169,31,24,247,123,78
"MoritzWagner","1629021",2019,12,14,17,58,NA,30,NA,10,NA,64,NA
"KenrichWilliams","1629026",2019,20,17,NA,NA,16,83,NA,23,18,129,NA
"TraeYoung","1629027",2019,14,76,NA,NA,25,330,138,45,779,148,154
"DeandreAyton","1629028",2019,170,72,307,227,145,67,NA,NA,NA,44,29
"LukaDoncic","1629029",2019,24,108,84,NA,46,223,97,68,628,176,184
"TheoPinson","1629033",2019,NA,NA,NA,NA,NA,16,NA,NA,26,22,12
"RaySpalding","1629034",2019,10,NA,NA,15,12,14,NA,NA,NA,NA,NA
"BonzieColson","1629045",2019,NA,NA,NA,NA,NA,10,NA,NA,NA,16,NA
"ElieOkobo","1629059",2019,12,24,NA,NA,NA,52,22,NA,150,80,26
"DengAdel","1629061",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA
"RodionsKurucs","1629066",2019,67,30,NA,11,35,120,15,40,15,198,30
"BrandonSampson","1629102",2019,NA,NA,NA,NA,NA,14,NA,NA,10,31,NA
"GaryClark","1629109",2019,NA,NA,NA,15,NA,22,NA,NA,NA,103,NA
"JaylenAdams","1629121",2019,NA,NA,NA,NA,NA,26,12,NA,43,41,NA
"DuncanRobinson","1629130",2019,NA,NA,NA,NA,NA,10,NA,NA,NA,17,NA
"DarylMacon","1629133",2019,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA
"YutaWatanabe","1629139",2019,NA,NA,NA,NA,NA,19,NA,NA,NA,21,NA
"JohnathanWilliams","1629140",2019,31,11,NA,33,33,24,NA,NA,NA,NA,NA
"RyanBroekhoff","1629151",2019,11,NA,NA,NA,NA,27,NA,30,NA,49,NA
"JemerrioJones","1629203",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"CamReynolds","1629244",2019,NA,NA,NA,NA,NA,22,NA,NA,NA,36,NA
"DairisBertans","1629541",2019,NA,NA,NA,NA,NA,10,NA,14,NA,12,NA
"VinceCarter","1713",2019,20,31,36,31,17,71,18,NA,52,233,16
"DirkNowitzki","1717",2019,NA,11,83,68,NA,46,NA,23,NA,155,11
"LaMarcusAldridge","200746",2019,129,70,700,318,168,65,NA,21,NA,113,52
"RudyGay","200752",2019,39,51,124,21,39,101,14,14,111,263,145
"JJRedick","200755",2019,47,66,NA,33,NA,167,395,187,122,190,NA
"ThaboSefolosha","200757",2019,20,NA,NA,NA,NA,40,NA,NA,NA,91,NA
"RajonRondo","200765",2019,11,38,NA,NA,13,91,NA,NA,258,83,61
"KyleLowry","200768",2019,33,75,NA,10,11,230,75,81,240,159,76
"P.J.Tucker","200782",2019,22,47,NA,79,42,96,NA,NA,NA,315,NA
"PaulMillsap","200794",2019,125,40,163,38,73,112,11,30,40,164,76
"J.J.Barea","200826",2019,NA,30,NA,NA,NA,35,57,11,265,43,36
"KevinDurant","201142",2019,74,90,194,39,22,386,68,162,348,160,285
"AlHorford","201143",2019,78,49,142,273,48,73,NA,16,NA,152,24
"MikeConley","201144",2019,36,68,NA,NA,12,164,105,140,591,165,129
"JeffGreen","201145",2019,68,61,77,110,39,140,17,14,23,289,36
"CoreyBrewer","201147",2019,12,NA,NA,NA,14,51,NA,NA,NA,48,NA
"JoakimNoah","201149",2019,67,26,24,90,37,28,NA,NA,NA,23,21
"MarcoBelinelli","201158",2019,56,41,NA,NA,NA,111,124,78,126,253,NA
"JasonSmith","201160",2019,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA
"JaredDudley","201162",2019,14,22,NA,38,15,49,NA,NA,NA,154,NA
"WilsonChandler","201163",2019,12,15,17,NA,17,75,NA,NA,NA,136,17
"MarcGasol","201188",2019,85,100,277,320,23,87,NA,22,NA,186,12
"AnthonyTolliver","201229",2019,13,18,NA,36,NA,46,NA,18,NA,172,NA
"MichaelBeasley","201563",2019,10,NA,25,25,12,20,NA,NA,NA,41,40
"DerrickRose","201565",2019,35,25,NA,NA,14,151,39,22,388,109,112
"RussellWestbrook","201566",2019,30,112,195,NA,44,501,33,15,485,192,353
"KevinLove","201567",2019,22,33,70,29,21,41,14,47,NA,74,16
"DaniloGallinari","201568",2019,45,53,130,66,35,120,59,97,136,241,166
"EricGordon","201569",2019,30,35,NA,18,NA,224,78,77,186,353,80
"D.J.Augustin","201571",2019,20,57,NA,NA,11,135,25,NA,424,164,47
"BrookLopez","201572",2019,39,43,77,130,18,132,53,32,NA,360,28
"JerrydBayless","201573",2019,NA,17,NA,NA,NA,28,13,NA,113,72,24
"RobinLopez","201577",2019,77,59,221,197,79,NA,NA,NA,NA,34,NA
"JaValeMcGee","201580",2019,216,72,73,158,130,101,NA,NA,NA,37,23
"RyanAnderson","201583",2019,NA,NA,NA,NA,NA,11,NA,10,NA,33,NA
"CourtneyLee","201584",2019,NA,NA,NA,NA,NA,30,NA,NA,30,48,NA
"KostaKoufos","201585",2019,45,24,21,53,24,13,NA,NA,NA,NA,NA
"SergeIbaka","201586",2019,127,64,108,319,111,138,NA,NA,NA,185,15
"NicolasBatum","201587",2019,36,41,NA,10,31,86,75,23,158,211,31
"GeorgeHill","201588",2019,22,19,NA,NA,13,69,30,12,130,95,40
"DeAndreJordan","201599",2019,146,114,94,155,143,60,NA,NA,NA,NA,NA
"GoranDragic","201609",2019,21,26,NA,NA,NA,101,58,24,183,85,31
"BlakeGriffin","201933",2019,49,128,483,116,70,149,43,24,342,190,238
"JamesHarden","201935",2019,37,122,24,NA,27,348,95,24,581,85,1280
"TyrekeEvans","201936",2019,21,30,14,NA,13,194,59,13,285,140,82
"RickyRubio","201937",2019,23,57,NA,NA,11,178,125,NA,337,242,16
"StephenCurry","201939",2019,74,94,NA,38,23,326,90,329,353,212,91
"DeMarDeRozan","201942",2019,50,51,169,NA,25,164,68,96,619,130,316
"JamesJohnson","201949",2019,36,39,13,33,14,49,18,NA,71,150,61
"JrueHoliday","201950",2019,54,65,26,NA,32,242,125,54,530,168,170
"JeffTeague","201952",2019,NA,42,NA,NA,NA,96,15,NA,259,71,78
"DarrenCollison","201954",2019,24,61,NA,NA,10,190,46,17,312,144,65
"OmriCasspi","201956",2019,46,NA,NA,NA,11,54,NA,NA,NA,61,NA
"TajGibson","201959",2019,143,59,130,99,107,71,NA,NA,NA,62,18
"DeMarreCarroll","201960",2019,31,42,NA,15,34,192,21,53,38,309,26
"WayneEllington","201961",2019,NA,28,NA,11,NA,71,144,70,30,128,NA
"DanteCunningham","201967",2019,39,11,NA,NA,28,15,NA,NA,NA,84,NA
"JonasJerebko","201973",2019,39,34,11,29,36,73,NA,29,NA,174,NA
"JodieMeeks","201975",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA
"PatrickBeverley","201976",2019,10,52,NA,NA,13,90,23,NA,177,216,24
"DannyGreen","201980",2019,17,39,16,NA,32,201,14,97,35,258,12
"PattyMills","201988",2019,18,50,NA,10,10,108,69,33,272,217,13
"GarrettTemple","202066",2019,35,33,NA,NA,NA,137,46,37,67,198,15
"WesleyMatthews","202083",2019,46,38,104,NA,NA,91,73,145,90,199,19
"JohnWall","202322",2019,NA,35,13,NA,NA,154,NA,NA,245,105,179
"EvanTurner","202323",2019,41,51,119,NA,18,71,30,NA,117,93,49
"DerrickFavors","202324",2019,196,58,30,218,134,51,NA,NA,NA,113,NA
"WesleyJohnson","202325",2019,NA,NA,NA,NA,NA,27,NA,NA,12,59,NA
"DeMarcusCousins","202326",2019,62,30,110,44,31,71,NA,10,NA,122,17
"GregMonroe","202328",2019,26,17,50,51,50,12,NA,NA,NA,12,NA
"Al-FarouqAminu","202329",2019,76,40,NA,26,59,114,11,19,16,348,25
"GordonHayward","202330",2019,44,42,11,NA,23,143,57,88,219,167,25
"PaulGeorge","202331",2019,38,103,73,29,50,414,108,196,491,234,269
"EdDavis","202334",2019,124,52,NA,99,138,18,NA,NA,NA,NA,NA
"PatrickPatterson","202335",2019,18,12,26,49,25,36,NA,NA,NA,81,NA
"EricBledsoe","202339",2019,33,60,12,NA,35,361,45,39,321,234,95
"AveryBradley","202340",2019,56,31,NA,NA,18,85,83,61,170,179,21
"HassanWhiteside","202355",2019,134,91,137,182,225,59,NA,NA,NA,31,13
"NemanjaBjelica","202357",2019,67,27,45,52,96,135,21,46,15,189,22
"LanceStephenson","202362",2019,18,26,NA,NA,18,90,12,19,159,133,70
"JeremyLin","202391",2019,NA,39,NA,NA,NA,179,67,NA,296,119,28
"IshSmith","202397",2019,NA,28,NA,NA,NA,94,23,NA,281,100,39
"LanceThomas","202498",2019,15,15,18,14,11,27,NA,NA,NA,114,NA
"KyrieIrving","202681",2019,52,67,25,NA,28,258,134,153,443,144,199
"EnesFreedom","202683",2019,103,51,265,148,212,39,NA,NA,NA,44,13
"TristanThompson","202684",2019,93,39,68,83,126,30,NA,NA,NA,29,21
"JonasValanciunas","202685",2019,108,62,167,159,93,42,NA,NA,NA,55,17
"BismackBiyombo","202687",2019,67,27,NA,72,43,16,NA,NA,NA,NA,NA
"BrandonKnight","202688",2019,NA,NA,NA,NA,NA,29,13,NA,108,50,22
"KembaWalker","202689",2019,17,69,NA,NA,16,330,162,139,971,195,171
"JimmerFredette","202690",2019,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA
"KlayThompson","202691",2019,119,53,82,17,23,287,112,541,63,211,72
"AlecBurks","202692",2019,22,25,11,NA,19,75,47,27,159,114,49
"MarkieffMorris","202693",2019,42,35,120,109,37,44,NA,NA,NA,155,10
"MarcusMorris Sr.","202694",2019,38,61,98,103,45,131,36,43,47,315,92
"KawhiLeonard","202695",2019,34,61,134,NA,39,254,63,59,381,158,235
"NikolaVucevic","202696",2019,188,83,434,331,158,62,NA,40,NA,272,33
"ImanShumpert","202697",2019,16,19,NA,NA,NA,121,19,23,55,188,27
"TobiasHarris","202699",2019,71,55,135,16,46,230,84,100,371,253,167
"KennethFaried","202702",2019,65,28,NA,69,56,36,NA,NA,NA,24,NA
"NikolaMirotic","202703",2019,24,45,66,36,41,120,30,57,NA,184,15
"ReggieJackson","202704",2019,15,72,NA,NA,15,185,87,32,464,265,123
"MarShonBrooks","202705",2019,10,NA,NA,NA,NA,28,NA,NA,67,44,27
"CoryJoseph","202709",2019,17,47,NA,NA,NA,86,53,12,224,160,40
"JimmyButler","202710",2019,81,44,69,NA,62,190,81,42,313,126,119
"BojanBogdanovic","202711",2019,88,50,62,13,19,261,87,285,154,205,86
"ShelvinMack","202714",2019,28,25,NA,NA,NA,58,38,13,182,92,38
"ChandlerParsons","202718",2019,NA,NA,NA,NA,NA,31,22,NA,56,81,10
"JonLeuer","202720",2019,32,18,18,21,13,18,NA,NA,NA,20,NA
"DavisBertans","202722",2019,22,24,NA,10,NA,94,20,40,10,287,NA
"E'TwaunMoore","202734",2019,38,23,NA,10,19,138,56,98,79,130,21
"IsaiahThomas","202738",2019,NA,NA,NA,NA,NA,29,16,NA,44,20,NA
"AnthonyDavis","203076",2019,131,85,243,187,143,173,18,73,18,157,102
"MichaelKidd-Gilchrist","203077",2019,78,26,NA,27,40,74,14,NA,NA,145,15
"BradleyBeal","203078",2019,107,82,11,NA,41,419,129,250,507,266,188
"DionWaiters","203079",2019,NA,25,NA,NA,NA,62,65,34,113,162,88
"DamianLillard","203081",2019,60,78,NA,NA,32,212,211,105,868,100,266
"TerrenceRoss","203082",2019,28,52,NA,NA,NA,125,130,300,263,216,39
"AndreDrummond","203083",2019,222,125,263,210,366,140,NA,NA,NA,52,37
"HarrisonBarnes","203084",2019,45,39,186,37,32,155,16,136,127,304,153
"AustinRivers","203085",2019,NA,17,NA,NA,NA,97,34,14,164,174,146
"MeyersLeonard","203086",2019,65,30,17,59,18,24,NA,NA,NA,77,NA
"JeremyLamb","203087",2019,40,40,NA,NA,44,173,88,104,284,255,128
"JohnHenson","203089",2019,NA,NA,NA,20,10,NA,NA,NA,NA,26,NA
"MauriceHarkless","203090",2019,78,23,58,11,54,55,15,16,10,128,14
"TylerZeller","203092",2019,11,NA,NA,15,NA,NA,NA,NA,NA,NA,NA
"EvanFournier","203095",2019,43,55,NA,NA,25,141,156,181,389,243,54
"JohnJenkins","203098",2019,NA,NA,NA,NA,NA,10,NA,29,20,41,NA
"TomasSatoransky","203107",2019,45,59,16,NA,32,131,19,15,171,210,24
"JaeCrowder","203109",2019,57,53,NA,29,33,183,67,64,38,424,10
"DraymondGreen","203110",2019,88,94,35,46,20,126,NA,NA,17,173,16
"QuincyAcy","203112",2019,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA
"KhrisMiddleton","203114",2019,25,42,129,19,22,302,72,130,278,175,224
"WillBarton","203115",2019,16,20,NA,NA,21,125,56,NA,158,125,22
"MikeScott","203118",2019,38,28,33,62,11,51,NA,NA,15,189,11
"DariusMiller","203121",2019,NA,25,NA,NA,NA,90,51,106,75,196,15
"KentBazemore","203145",2019,27,55,NA,NA,17,179,126,33,226,198,22
"JustinHoliday","203200",2019,60,49,NA,NA,15,168,87,153,59,297,12
"JaMychalGreen","203210",2019,79,54,75,52,82,61,NA,NA,NA,173,10
"JamesNunnally","203263",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
"AronBaynes","203382",2019,57,38,20,59,64,15,NA,NA,NA,36,NA
"NerlensNoel","203457",2019,99,33,NA,95,83,24,NA,NA,NA,18,NA
"AlexLen","203458",2019,117,67,90,162,120,71,NA,NA,NA,175,12
"AllenCrabbe","203459",2019,NA,23,NA,NA,NA,56,38,130,14,152,NA
"CJMcCollum","203468",2019,59,46,NA,NA,29,197,167,143,409,214,161
"CodyZeller","203469",2019,109,55,12,122,57,55,NA,NA,NA,46,12
"DennisSchroder","203471",2019,13,56,NA,10,NA,255,34,26,579,220,155
"DewayneDedmon","203473",2019,100,62,19,139,72,78,NA,NA,NA,165,NA
"GorguiDieng","203476",2019,55,45,40,116,45,32,NA,NA,NA,126,21
"IsaiahCanaan","203477",2019,NA,NA,NA,NA,NA,25,NA,NA,56,62,16
"KellyOlynyk","203482",2019,61,85,57,117,32,78,48,22,17,216,18
"KentaviousCaldwell-Pope","203484",2019,30,45,NA,26,17,210,47,164,81,229,22
"MasonPlumlee","203486",2019,112,82,136,109,69,63,NA,NA,NA,41,34
"MichaelCarter-Williams","203487",2019,NA,12,NA,NA,NA,13,NA,NA,24,15,NA
"MikeMuscala","203488",2019,24,48,10,49,24,87,NA,NA,NA,171,NA
"OttoPorter Jr.","203490",2019,37,23,14,25,25,140,32,62,142,197,12
"ReggieBullock","203493",2019,35,21,NA,10,NA,88,125,105,53,212,NA
"RobertCovington","203496",2019,21,15,NA,NA,16,130,38,NA,27,145,NA
"RudyGobert","203497",2019,284,99,75,272,225,82,NA,NA,NA,23,NA
"StevenAdams","203500",2019,209,76,274,186,207,111,NA,NA,NA,NA,NA
"TimHardaway Jr.","203501",2019,11,57,28,NA,15,209,158,159,297,196,56
"TonySnell","203503",2019,22,14,NA,NA,12,84,62,32,22,134,NA
"TreyBurke","203504",2019,NA,19,NA,NA,NA,72,47,24,300,90,68
"VictorOladipo","203506",2019,NA,25,NA,NA,NA,146,48,58,276,72,95
"GiannisAntetokounmpo","203507",2019,145,87,216,91,108,462,33,42,137,206,280
"JamesEnnis III","203516",2019,24,10,NA,13,32,105,NA,NA,NA,142,NA
"AlexAbrines","203518",2019,NA,NA,NA,10,NA,31,15,20,14,75,NA
"MatthewDellavedova","203521",2019,NA,35,NA,NA,NA,32,19,NA,121,63,15
"SolomonHill","203524",2019,29,17,NA,NA,14,37,NA,NA,11,86,NA
"RaulNeto","203526",2019,NA,11,NA,NA,NA,35,13,NA,76,57,13
"IanClark","203546",2019,19,24,NA,NA,NA,92,37,60,89,117,NA
"SethCurry","203552",2019,NA,23,NA,NA,13,79,63,65,141,130,24
"TroyDaniels","203584",2019,12,13,NA,NA,NA,36,55,51,50,79,NA
"RodneyMcGruder","203585",2019,26,20,NA,NA,28,76,85,32,112,158,10
"JonathonSimmons","203613",2019,15,20,10,NA,10,57,32,NA,155,92,31
"JamalCrawford","2037",2019,NA,35,NA,NA,NA,62,13,12,287,90,73
"ShabazzNapier","203894",2019,NA,20,NA,NA,NA,78,32,23,223,91,84
"JordanMcRae","203895",2019,NA,NA,NA,NA,NA,32,NA,NA,47,43,NA
"ZachLaVine","203897",2019,45,54,40,NA,25,211,122,66,604,129,197
"ElfridPayton","203901",2019,35,44,NA,NA,24,116,32,NA,165,107,27
"JordanClarkson","203903",2019,50,48,27,NA,46,169,132,100,425,195,187
"GaryHarris","203914",2019,24,41,NA,NA,10,136,204,38,123,156,29
"SpencerDinwiddie","203915",2019,NA,59,NA,NA,NA,143,40,33,421,164,253
"NikStauskas","203917",2019,17,22,NA,NA,NA,64,62,56,59,92,14
"RodneyHood","203918",2019,13,17,45,NA,NA,110,70,43,188,181,91
"KhemBirch","203920",2019,42,21,NA,60,48,18,NA,NA,NA,NA,NA
"GlennRobinson III","203922",2019,29,NA,NA,NA,NA,47,20,NA,10,86,NA
"JeramiGrant","203924",2019,102,36,71,150,43,179,NA,NA,NA,342,21
"JoeHarris","203925",2019,40,56,NA,18,26,112,84,278,30,274,NA
"DougMcDermott","203926",2019,75,17,NA,NA,10,58,67,105,NA,149,NA
"AaronGordon","203932",2019,90,54,173,34,92,184,90,90,158,267,79
"T.J.Warren","203933",2019,39,27,17,NA,23,160,18,40,115,222,42
"MarcusSmart","203935",2019,30,61,40,NA,25,124,43,22,146,220,30
"KyleAnderson","203937",2019,62,31,NA,NA,30,78,17,NA,43,58,20
"DwightPowell","203939",2019,172,53,14,166,47,44,NA,11,NA,135,10
"NoahVonleh","203943",2019,35,55,124,74,59,49,NA,NA,10,151,34
"JuliusRandle","203944",2019,138,96,246,101,130,263,17,35,42,255,183
"AndrewWiggins","203952",2019,80,54,118,NA,57,208,150,53,393,243,121
"JabariParker","203953",2019,71,46,87,38,47,185,32,14,76,232,137
"JoelEmbiid","203954",2019,152,140,518,132,121,173,15,47,52,269,111
"DanteExum","203957",2019,NA,17,NA,NA,NA,56,17,NA,128,71,30
"JaKarrSampson","203960",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA
"DarioSaric","203967",2019,99,31,88,87,63,124,12,27,NA,275,13
"ClintCapela","203991",2019,265,47,26,250,175,162,NA,NA,NA,NA,NA
"BogdanBogdanovic","203992",2019,29,54,39,NA,18,168,85,90,300,180,77
"JusufNurkic","203994",2019,175,124,252,286,187,50,NA,NA,NA,77,12
"BrunoCaboclo","203998",2019,15,20,NA,18,23,41,NA,NA,NA,137,NA
"NikolaJokic","203999",2019,135,149,407,226,155,91,12,92,68,201,67
"TylerJohnson","204020",2019,22,10,NA,NA,NA,88,117,43,152,182,NA
"TimFrazier","204025",2019,21,24,NA,NA,NA,87,NA,NA,95,78,24
"LangstonGalloway","204038",2019,15,18,NA,NA,13,120,124,64,46,241,NA
"JoeIngles","204060",2019,NA,59,NA,NA,11,115,127,122,329,235,34
"T.J.McConnell","204456",2019,37,36,NA,NA,NA,102,36,NA,204,92,10
"TysonChandler","2199",2019,45,36,NA,19,41,11,NA,NA,NA,NA,NA
"PauGasol","2200",2019,12,NA,23,31,13,NA,NA,NA,NA,22,NA
"TonyParker","2225",2019,NA,20,NA,NA,NA,72,24,NA,336,75,52
"Nene","2403",2019,39,NA,15,44,10,11,NA,NA,NA,13,NA
"LeBronJames","2544",2019,54,99,120,34,40,314,21,29,412,87,256
"CarmeloAnthony","2546",2019,NA,12,22,11,NA,16,NA,NA,NA,36,20
"DwyaneWade","2548",2019,72,68,90,NA,41,157,81,50,429,128,107
"ZazaPachulia","2585",2019,70,61,24,38,65,16,NA,NA,NA,22,12
"KyleKorver","2594",2019,NA,35,NA,NA,NA,53,123,138,33,152,NA
NA,"267634",2019,NA,NA,NA,NA,NA,NA,NA,NA,29,13,NA
"DwightHoward","2730",2019,21,11,20,17,19,NA,NA,NA,NA,NA,NA
"ShaunLivingston","2733",2019,70,30,32,NA,17,60,NA,NA,25,11,16
"DevinHarris","2734",2019,21,28,NA,NA,NA,78,19,47,88,158,NA
"LuolDeng","2736",2019,17,12,16,NA,10,31,NA,NA,NA,42,NA
"AndreIguodala","2738",2019,54,32,NA,NA,10,87,14,NA,19,133,12
"JRSmith","2747",2019,NA,NA,NA,NA,NA,17,14,15,18,17,NA
"TrevorAriza","2772",2019,38,57,18,NA,19,222,44,52,99,301,32
"ChrisPaul","101108",2021,NA,69,14,NA,NA,146,29,NA,547,113,172
"LouWilliams","101150",2021,NA,18,NA,NA,NA,80,46,15,433,105,73
"JahlilOkafor","1626143",2021,22,13,31,21,20,NA,NA,NA,NA,NA,15
"TyusJones","1626145",2021,NA,22,NA,NA,NA,74,31,NA,212,103,15
"MontrezlHarrell","1626149",2021,181,36,180,106,118,70,NA,NA,NA,28,60
"DelonWright","1626153",2021,21,33,NA,NA,10,102,41,NA,277,124,28
"D'AngeloRussell","1626156",2021,28,54,23,NA,NA,110,67,45,322,96,68
"Karl-AnthonyTowns","1626157",2021,59,67,249,159,103,85,42,70,29,190,108
"RichaunHolmes","1626158",2021,196,64,17,256,90,51,NA,NA,NA,25,14
"JustiseWinslow","1626159",2021,16,14,10,NA,NA,54,13,NA,59,71,NA
"WillieCauley-Stein","1626161",2021,65,23,NA,86,33,23,NA,NA,NA,14,NA
"KellyOubre Jr.","1626162",2021,103,42,13,NA,66,163,60,55,78,257,25
"FrankKaminsky","1626163",2021,44,10,32,78,16,23,NA,NA,NA,82,NA
"DevinBooker","1626164",2021,55,60,77,NA,15,300,113,184,438,190,209
"CameronPayne","1626166",2021,NA,22,NA,NA,NA,64,20,NA,193,126,32
"MylesTurner","1626167",2021,72,46,30,82,37,70,12,NA,NA,199,10
"TreyLyles","1626168",2021,NA,NA,NA,12,NA,15,NA,NA,NA,48,NA
"StanleyJohnson","1626169",2021,NA,25,NA,17,13,71,15,NA,22,113,17
"BobbyPortis","1626171",2021,74,29,104,114,85,91,NA,NA,NA,140,32
"KevonLooney","1626172",2021,87,32,NA,18,53,11,NA,NA,NA,37,NA
"ChristianWood","1626174",2021,72,41,67,168,50,117,NA,25,NA,173,78
"TerryRozier","1626179",2021,20,63,NA,21,26,294,110,136,254,318,96
"NormanPowell","1626181",2021,49,43,NA,NA,13,269,100,115,222,287,37
"ChassonRandle","1626184",2021,NA,19,NA,NA,NA,40,16,15,113,78,15
"QuinnCook","1626188",2021,NA,NA,NA,NA,NA,NA,NA,NA,18,12,NA
"PatConnaughton","1626192",2021,40,17,NA,15,25,90,22,24,16,187,NA
"WillyHernangomez","1626195",2021,100,29,43,40,84,32,NA,NA,NA,12,NA
"JoshRichardson","1626196",2021,15,34,NA,NA,25,106,60,51,164,246,26
"LarryNance Jr.","1626204",2021,60,29,31,53,25,35,NA,NA,NA,96,11
"RoyceO'Neale","1626220",2021,11,31,NA,31,27,118,NA,NA,NA,260,NA
"BenSimmons","1627732",2021,108,86,101,23,45,250,NA,NA,149,53,55
"DomantasSabonis","1627734",2021,154,87,260,234,103,168,35,NA,10,148,59
"MalikBeasley","1627736",2021,34,26,NA,NA,20,132,87,103,91,181,11
"BuddyHield","1627741",2021,NA,62,NA,28,17,218,61,195,233,305,29
"BrandonIngram","1627742",2021,27,47,26,17,13,193,109,99,422,262,170
"DamianJones","1627745",2021,36,NA,NA,37,10,12,NA,NA,NA,NA,NA
"CarisLeVert","1627747",2021,30,35,NA,NA,15,196,94,29,313,152,112
"DejounteMurray","1627749",2021,24,36,NA,NA,26,187,34,NA,447,284,90
"JamalMurray","1627750",2021,46,58,21,NA,11,106,152,40,306,111,103
"JakobPoeltl","1627751",2021,156,64,26,164,115,17,NA,NA,NA,17,NA
"TaureanPrince","1627752",2021,NA,16,NA,NA,12,83,18,30,79,121,16
"DenzelValentine","1627756",2021,NA,14,NA,11,NA,67,55,22,97,164,16
"JaylenBrown","1627759",2021,52,43,49,16,52,308,129,128,209,289,98
"DeAndre'Bembry","1627761",2021,33,17,NA,NA,21,84,14,NA,51,79,16
"MalcolmBrogdon","1627763",2021,28,85,NA,NA,32,197,66,34,448,158,112
"JakeLayman","1627774",2021,30,13,NA,NA,NA,56,15,NA,12,75,NA
"GeorgesNiang","1627777",2021,NA,22,NA,20,13,69,14,26,11,279,NA
"PascalSiakam","1627783",2021,57,39,130,74,51,231,47,16,180,212,184
"FurkanKorkmaz","1627788",2021,NA,24,NA,18,NA,79,53,24,90,184,11
"TimotheLuwawu-Cabarrot","1627789",2021,23,18,NA,NA,NA,80,22,28,29,191,11
"YogiFerrell","1627812",2021,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA
"DamionLee","1627814",2021,17,22,NA,NA,NA,47,23,40,NA,150,NA
"JuanchoHernangomez","1627823",2021,40,15,NA,29,30,56,21,19,13,138,NA
"IvicaZubac","1627826",2021,149,57,57,128,125,39,NA,NA,NA,NA,NA
"DorianFinney-Smith","1627827",2021,36,21,NA,29,48,84,12,12,23,263,NA
"FredVanVleet","1627832",2021,NA,49,NA,NA,11,198,70,73,356,199,81
"AbdelNader","1627846",2021,11,NA,NA,NA,NA,31,11,NA,11,71,NA
"RyanArcidiacono","1627853",2021,12,10,NA,NA,NA,14,11,NA,23,60,NA
"BrynForbes","1627854",2021,NA,15,NA,37,NA,136,98,74,44,178,NA
"DanuelHouse Jr.","1627863",2021,20,20,NA,NA,12,83,NA,12,29,125,17
"DerrickJones Jr.","1627884",2021,79,18,NA,16,45,62,NA,NA,NA,134,NA
"ShaquilleHarrison","1627885",2021,NA,NA,NA,NA,NA,15,NA,NA,NA,25,NA
"AlexCaruso","1627936",2021,36,30,NA,NA,NA,75,14,NA,94,125,17
"DavidNwaba","1628021",2021,21,NA,NA,12,31,80,NA,NA,10,90,NA
