"Player","ID","season","cut","misc","postup","prman","putback","transition","handoff","offscreen","prhandler","spotup","isolation"
"HerbertJones","1630529",2022,74,50,NA,NA,40,200,19,13,45,289,10
"TreyMurphy III","1630530",2022,20,11,NA,NA,25,60,21,23,14,133,NA
"FranzWagner","1630532",2022,84,38,28,25,42,203,106,45,309,257,52
"ZiaireWilliams","1630533",2022,35,22,NA,NA,10,135,37,26,34,180,NA
"GregBrown III","1630535",2022,40,18,NA,19,28,62,11,NA,NA,66,NA
"ChrisDuarte","1630537",2022,42,30,NA,10,25,139,82,33,144,202,51
"BonesHyland","1630538",2022,23,31,NA,NA,NA,129,49,35,179,186,63
"MilesMcBride","1630540",2022,NA,NA,NA,NA,NA,10,NA,NA,16,12,10
"MosesMoody","1630541",2022,11,10,NA,NA,NA,32,11,29,NA,95,NA
"IsaiahJackson","1630543",2022,49,27,18,85,49,33,NA,NA,NA,22,NA
"TreMann","1630544",2022,NA,23,NA,NA,14,72,28,33,279,180,49
"JamesBouknight","1630547",2022,12,NA,NA,NA,12,37,14,NA,24,39,16
"Day'RonSharpe","1630549",2022,36,21,18,44,57,NA,NA,NA,NA,NA,NA
"JTThor","1630550",2022,10,NA,NA,NA,NA,NA,NA,NA,NA,35,NA
"KeonJohnson","1630553",2022,12,NA,NA,NA,NA,51,20,23,83,39,27
"KesslerEdwards","1630556",2022,36,12,NA,21,23,74,NA,NA,NA,125,NA
"CoreyKispert","1630557",2022,37,28,NA,14,27,107,46,47,20,259,NA
"DavionMitchell","1630558",2022,NA,33,NA,NA,NA,147,58,14,390,224,121
"AustinReaves","1630559",2022,21,28,NA,18,14,83,17,12,43,140,30
"CamThomas","1630560",2022,NA,22,NA,NA,NA,104,54,14,152,172,68
"DavidDuke Jr.","1630561",2022,NA,NA,NA,NA,17,36,NA,NA,10,39,NA
"JoshuaPrimo","1630563",2022,13,18,NA,NA,12,75,31,NA,54,129,10
"ScottieBarnes","1630567",2022,147,80,117,47,106,243,23,NA,65,198,133
"LukaGarza","1630568",2022,26,18,16,61,31,NA,NA,NA,NA,22,NA
"TrendonWatford","1630570",2022,52,30,26,34,35,92,NA,NA,NA,54,15
"SandroMamukelashvili","1630572",2022,17,NA,NA,23,14,NA,NA,NA,NA,25,NA
"AlperenSengun","1630578",2022,75,79,162,123,82,50,NA,NA,NA,138,54
"JerichoSims","1630579",2022,22,14,NA,24,18,NA,NA,NA,NA,NA,NA
"JoshGiddey","1630581",2022,51,47,NA,NA,44,143,36,NA,311,188,47
"SantiAldama","1630583",2022,22,NA,NA,NA,22,29,NA,NA,NA,43,NA
"MarcusGarrett","1630585",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
"IsaiahLivers","1630587",2022,NA,NA,NA,NA,NA,15,NA,NA,NA,55,NA
"JalenSuggs","1630591",2022,19,44,15,NA,12,185,49,12,225,153,48
"CadeCunningham","1630595",2022,27,68,19,12,31,194,75,45,498,230,138
"EvanMobley","1630596",2022,208,59,151,165,87,97,NA,NA,21,161,110
"AaronWiggins","1630598",2022,40,15,NA,NA,29,96,10,NA,46,166,10
"ChaundeeBrown Jr.","1630602",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA
"JavonteSmart","1630606",2022,NA,NA,NA,NA,NA,15,NA,NA,NA,17,NA
"DuaneWashington Jr.","1630613",2022,10,21,NA,14,NA,101,35,37,97,166,25
"DalanoBanton","1630625",2022,21,33,NA,NA,23,63,14,NA,52,50,19
"JoseAlvarado","1630631",2022,19,18,NA,NA,NA,55,22,NA,120,93,15
"TerryTaylor","1630678",2022,46,12,NA,40,61,32,NA,NA,NA,61,NA
"GeorgiosKalaitzakis","1630686",2022,NA,NA,NA,NA,NA,15,NA,NA,14,25,NA
"JamorkoPickett","1630691",2022,NA,NA,NA,NA,NA,10,NA,NA,NA,26,NA
"AleemFord","1630758",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA
"MalcolmHill","1630792",2022,NA,NA,NA,NA,NA,10,NA,NA,NA,28,NA
"OlivierSarr","1630846",2022,28,19,NA,37,17,14,NA,NA,NA,13,NA
"LaMarcusAldridge","200746",2022,56,26,97,194,51,25,NA,NA,NA,87,NA
"RudyGay","200752",2022,14,25,46,32,39,66,NA,NA,23,190,15
"RajonRondo","200765",2022,NA,23,NA,NA,NA,33,NA,NA,101,60,16
"KyleLowry","200768",2022,22,80,NA,NA,15,158,61,60,246,157,56
"P.J.Tucker","200782",2022,118,52,15,36,37,51,NA,NA,NA,208,NA
"PaulMillsap","200794",2022,10,NA,NA,18,16,NA,NA,NA,NA,43,NA
"KevinDurant","201142",2022,46,78,135,24,14,203,94,154,244,196,288
"AlHorford","201143",2022,69,37,94,129,38,65,NA,NA,NA,223,10
"MikeConley","201144",2022,NA,63,NA,NA,NA,82,63,52,493,153,61
"JeffGreen","201145",2022,112,40,86,90,24,114,NA,11,NA,174,19
"DerrickRose","201565",2022,NA,10,NA,NA,NA,58,15,NA,130,70,28
"RussellWestbrook","201566",2022,80,126,99,NA,54,319,44,12,447,223,294
"KevinLove","201567",2022,38,71,150,114,59,114,39,38,12,275,31
"DaniloGallinari","201568",2022,33,27,120,52,17,53,16,14,42,263,68
"EricGordon","201569",2022,10,28,NA,NA,NA,102,59,45,211,197,64
"D.J.Augustin","201571",2022,NA,14,NA,NA,NA,45,14,11,105,62,11
"BrookLopez","201572",2022,27,11,12,30,14,19,NA,NA,NA,34,NA
"RobinLopez","201577",2022,40,22,110,23,42,NA,NA,NA,NA,14,NA
"JaValeMcGee","201580",2022,104,77,67,153,122,45,NA,NA,NA,30,17
"SergeIbaka","201586",2022,41,20,32,83,39,35,NA,NA,NA,80,NA
"NicolasBatum","201587",2022,38,29,NA,30,NA,61,26,20,11,212,NA
"GeorgeHill","201588",2022,14,20,NA,NA,11,60,13,NA,78,113,21
"DeAndreJordan","201599",2022,62,26,NA,39,52,11,NA,NA,NA,NA,NA
"GoranDragic","201609",2022,NA,NA,NA,NA,NA,32,NA,NA,68,59,NA
"BlakeGriffin","201933",2022,40,28,29,89,38,41,NA,NA,NA,100,NA
"JamesHarden","201935",2022,NA,71,NA,NA,24,226,66,NA,470,114,491
"RickyRubio","201937",2022,11,41,NA,NA,NA,99,32,26,201,111,17
"StephenCurry","201939",2022,64,82,NA,12,13,252,158,256,419,155,117
"DeMarDeRozan","201942",2022,36,67,123,NA,29,156,67,92,815,243,323
"JamesJohnson","201949",2022,61,29,NA,19,30,52,10,NA,25,122,24
"JrueHoliday","201950",2022,53,51,93,NA,25,202,52,14,396,141,184
"TajGibson","201959",2022,47,21,11,43,48,15,NA,NA,NA,35,NA
"WayneEllington","201961",2022,NA,NA,NA,NA,NA,45,32,33,NA,111,NA
"PatrickBeverley","201976",2022,10,54,NA,NA,23,82,10,NA,143,195,41
"DannyGreen","201980",2022,14,32,NA,NA,12,79,11,NA,NA,205,NA
"PattyMills","201988",2022,NA,41,NA,24,NA,139,152,90,87,313,26
"GarrettTemple","202066",2022,15,22,NA,NA,11,68,21,17,27,163,NA
"WesleyMatthews","202083",2022,12,NA,NA,NA,14,54,15,10,NA,122,NA
"DerrickFavors","202324",2022,44,NA,NA,87,28,NA,NA,NA,NA,30,NA
"DeMarcusCousins","202326",2022,34,35,61,121,56,33,NA,NA,NA,92,NA
"GregMonroe","202328",2022,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA
"GordonHayward","202330",2022,49,31,48,24,16,157,62,44,108,166,55
"PaulGeorge","202331",2022,11,39,48,NA,NA,115,33,59,295,77,139
"EricBledsoe","202339",2022,14,46,NA,NA,NA,121,23,NA,180,160,63
"AveryBradley","202340",2022,41,21,NA,19,14,84,22,16,31,146,NA
"HassanWhiteside","202355",2022,92,43,45,94,138,29,NA,NA,NA,12,NA
"NemanjaBjelica","202357",2022,58,42,32,59,44,50,NA,21,NA,136,13
"LanceStephenson","202362",2022,NA,18,NA,NA,NA,39,23,NA,201,80,39
"IshSmith","202397",2022,NA,39,NA,NA,NA,63,11,NA,224,89,61
"KyrieIrving","202681",2022,12,31,19,NA,NA,109,51,23,213,107,160
"EnesFreedom","202683",2022,18,11,20,22,50,NA,NA,NA,NA,NA,NA
"TristanThompson","202684",2022,77,30,29,95,82,13,NA,NA,NA,NA,NA
"JonasValanciunas","202685",2022,161,96,335,249,179,83,NA,25,NA,83,31
"BismackBiyombo","202687",2022,48,19,21,65,36,12,NA,NA,NA,NA,NA
"BrandonKnight","202688",2022,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA
"KembaWalker","202689",2022,NA,17,NA,NA,NA,45,33,NA,225,87,25
"KlayThompson","202691",2022,35,20,27,18,NA,89,55,180,48,129,28
"AlecBurks","202692",2022,15,44,15,NA,18,88,36,NA,312,334,49
"MarkieffMorris","202693",2022,NA,10,30,16,NA,NA,NA,NA,NA,49,NA
"MarcusMorris Sr.","202694",2022,13,34,142,14,10,86,47,31,72,212,154
"NikolaVucevic","202696",2022,123,68,245,480,91,81,14,17,NA,207,11
"TobiasHarris","202699",2022,70,46,138,41,48,167,36,37,201,332,105
"ReggieJackson","202704",2022,24,88,NA,NA,15,201,54,17,586,254,209
"CoryJoseph","202709",2022,18,35,NA,12,NA,72,31,NA,167,155,19
"JimmyButler","202710",2022,88,73,145,31,60,175,25,10,250,119,165
"BojanBogdanovic","202711",2022,36,47,94,28,36,248,43,157,72,333,58
"DavisBertans","202722",2022,12,12,NA,10,NA,50,15,62,NA,116,NA
"IsaiahThomas","202738",2022,NA,NA,NA,NA,NA,35,10,NA,44,61,NA
"BradWanamaker","202954",2022,NA,NA,NA,NA,NA,24,10,NA,39,17,NA
"AnthonyDavis","203076",2022,92,52,147,179,78,100,NA,24,24,100,69
"BradleyBeal","203078",2022,45,46,10,NA,20,111,73,88,348,115,127
"DamianLillard","203081",2022,19,29,NA,NA,NA,75,52,47,292,60,129
"TerrenceRoss","203082",2022,12,25,NA,NA,NA,55,135,98,184,121,39
"AndreDrummond","203083",2022,116,79,79,103,167,35,NA,NA,NA,17,NA
"HarrisonBarnes","203084",2022,75,47,50,40,41,175,121,48,103,351,71
"AustinRivers","203085",2022,NA,14,NA,NA,NA,63,26,12,43,192,55
"JeremyLamb","203087",2022,NA,18,NA,NA,NA,54,35,14,110,123,32
"MauriceHarkless","203090",2022,25,11,NA,NA,NA,42,NA,NA,NA,116,NA
"EvanFournier","203095",2022,19,29,NA,NA,16,153,123,109,225,394,33
"TomasSatoransky","203107",2022,10,10,NA,NA,NA,37,NA,NA,84,63,NA
"JaeCrowder","203109",2022,22,39,NA,32,13,112,29,49,33,305,NA
"DraymondGreen","203110",2022,73,84,22,37,19,80,NA,NA,17,90,NA
"KhrisMiddleton","203114",2022,31,62,102,16,26,219,61,101,331,194,174
"WillBarton","203115",2022,40,40,10,NA,31,268,70,34,237,261,84
"KentBazemore","203145",2022,13,10,NA,NA,NA,32,NA,NA,17,73,NA
"JustinHoliday","203200",2022,52,19,NA,11,NA,111,136,118,19,264,NA
"JaMychalGreen","203210",2022,79,40,24,109,59,50,NA,NA,NA,67,NA
"NerlensNoel","203457",2022,29,16,NA,17,23,NA,NA,NA,NA,NA,NA
"AlexLen","203458",2022,66,24,13,75,30,21,NA,NA,NA,17,NA
"BenMcLemore","203463",2022,18,34,NA,NA,NA,104,85,147,22,201,NA
"CJMcCollum","203468",2022,15,47,NA,NA,14,215,122,112,427,205,179
"CodyZeller","203469",2022,22,19,NA,35,29,11,NA,NA,NA,12,NA
"DennisSchroder","203471",2022,10,45,NA,NA,NA,112,59,21,342,204,126
"DewayneDedmon","203473",2022,111,58,14,96,65,31,NA,NA,NA,29,NA
"GorguiDieng","203476",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA
"KellyOlynyk","203482",2022,24,52,43,47,31,55,18,NA,17,81,NA
"KentaviousCaldwell-Pope","203484",2022,41,34,NA,17,18,186,70,95,124,339,61
"MasonPlumlee","203486",2022,139,58,35,91,70,60,NA,NA,NA,34,10
"MikeMuscala","203488",2022,30,10,NA,92,17,32,NA,NA,NA,91,NA
"OttoPorter Jr.","203490",2022,55,24,NA,35,40,70,21,46,14,171,NA
"ReggieBullock","203493",2022,24,27,NA,20,13,114,30,39,15,261,NA
"RobertCovington","203496",2022,40,44,NA,25,19,97,23,NA,NA,311,NA
"RudyGobert","203497",2022,207,101,49,225,176,60,NA,NA,NA,NA,NA
"StevenAdams","203500",2022,107,94,71,69,187,34,NA,NA,NA,16,11
"TimHardaway Jr.","203501",2022,14,23,NA,16,NA,106,60,39,100,213,29
"TonySnell","203503",2022,NA,NA,NA,NA,NA,13,NA,NA,NA,115,NA
"TreyBurke","203504",2022,NA,NA,NA,NA,NA,33,11,NA,93,67,31
"VictorOladipo","203506",2022,NA,NA,NA,NA,NA,20,NA,NA,39,21,NA
"GiannisAntetokounmpo","203507",2022,144,97,228,123,89,499,22,11,121,148,323
"SolomonHill","203524",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"RaulNeto","203526",2022,28,36,NA,NA,NA,62,39,15,225,130,27
"SethCurry","203552",2022,NA,40,NA,NA,NA,133,86,70,266,235,26
"RodneyMcGruder","203585",2022,24,10,NA,NA,14,55,14,14,11,109,NA
"ThanasisAntetokounmpo","203648",2022,41,NA,NA,12,14,14,NA,NA,NA,11,NA
"ZachLaVine","203897",2022,39,66,39,10,14,253,77,101,510,205,196
"ElfridPayton","203901",2022,13,14,NA,NA,12,28,16,NA,97,49,NA
"JordanClarkson","203903",2022,NA,33,NA,19,26,185,62,103,364,344,152
"GaryHarris","203914",2022,37,22,NA,NA,17,128,103,41,86,202,15
"SpencerDinwiddie","203915",2022,NA,34,NA,NA,14,113,37,NA,374,170,163
"RodneyHood","203918",2022,NA,NA,NA,NA,NA,14,11,NA,16,70,NA
"KhemBirch","203920",2022,79,20,NA,56,55,22,NA,NA,NA,22,NA
"JeramiGrant","203924",2022,27,19,55,34,17,145,66,69,92,255,111
"JoeHarris","203925",2022,NA,NA,NA,16,NA,18,15,15,NA,62,NA
"DougMcDermott","203926",2022,42,14,NA,NA,13,93,77,85,39,159,NA
"AaronGordon","203932",2022,137,62,157,51,80,203,43,16,51,187,78
"MarcusSmart","203935",2022,23,67,32,15,23,145,27,17,192,350,68
"KyleAnderson","203937",2022,46,40,NA,16,49,127,17,14,63,176,32
"DwightPowell","203939",2022,159,66,18,160,62,37,NA,NA,NA,46,NA
"JuliusRandle","203944",2022,53,98,215,169,95,181,16,51,88,348,350
"AndrewWiggins","203952",2022,106,32,84,NA,44,166,78,64,201,335,113
"JoelEmbiid","203954",2022,71,107,532,316,117,178,NA,15,34,218,301
"ClintCapela","203991",2022,191,39,22,190,200,69,NA,NA,NA,NA,NA
"BogdanBogdanovic","203992",2022,NA,34,10,20,15,144,71,95,179,260,78
"JusufNurkic","203994",2022,135,87,230,214,115,28,NA,NA,NA,49,NA
"NikolaJokic","203999",2022,166,152,382,299,163,158,NA,106,68,185,84
"KristapsPorzingis","204001",2022,85,57,218,152,61,100,17,46,NA,195,33
"TimFrazier","204025",2022,NA,NA,NA,NA,NA,NA,NA,NA,23,17,NA
"JoeIngles","204060",2022,NA,18,NA,NA,NA,39,30,34,91,114,NA
"T.J.McConnell","204456",2022,16,15,NA,NA,NA,39,16,NA,110,34,NA
"LeBronJames","2544",2022,93,75,166,73,46,351,45,34,272,152,239
"CarmeloAnthony","2546",2022,28,40,146,48,39,137,18,39,24,265,60
"DwightHoward","2730",2022,102,33,19,59,85,13,NA,NA,NA,16,NA
"AndreIguodala","2738",2022,18,21,NA,NA,NA,22,NA,NA,NA,61,NA
"TrevorAriza","2772",2022,12,NA,NA,11,NA,19,NA,NA,NA,61,NA
